employee_id,name,role,record_date,complication_rate,readmission_rate,follow_up_adherence,patient_outcomes_score
EID011,Monica Herrera,Physician,2024-12-15,4.04,4.13,94.26,50.7
EID011,Monica Herrera,Physician,2024-12-16,8.8,4.31,76.55,69.32
EID011,Monica Herrera,Physician,2024-12-17,0.25,6.91,92.86,53.38
EID011,Monica Herrera,Physician,2024-12-18,0.46,7.32,78.48,73.17
EID011,Monica Herrera,Physician,2024-12-19,7.48,2.81,99.28,66.08
EID011,Monica Herrera,Physician,2024-12-20,9.93,4.43,85.44,53.89
EID011,Monica Herrera,Physician,2024-12-21,4.2,4.83,79.98,65.95
EID011,Monica Herrera,Physician,2024-12-22,2.6,6.56,92.55,54.65
EID011,Monica Herrera,Physician,2024-12-23,4.86,4.01,82.76,56.98
EID011,Monica Herrera,Physician,2024-12-24,3.75,1.65,87.73,97.24
EID011,Monica Herrera,Physician,2024-12-25,4.76,4.57,75.69,69.99
EID011,Monica Herrera,Physician,2024-12-26,5.91,5.65,83.65,82.96
EID011,Monica Herrera,Physician,2024-12-27,1.04,0.7,81.84,61.44
EID011,Monica Herrera,Physician,2024-12-28,9.44,3.02,73.31,69.8
EID011,Monica Herrera,Physician,2024-12-29,3.23,2.07,70.24,56.42
EID011,Monica Herrera,Physician,2024-12-30,2.05,7.8,73.62,56.41
EID011,Monica Herrera,Physician,2024-12-31,8.23,0.27,76.14,98.43
EID012,Jamie Arnold,Physician,2024-10-01,6.9,1.34,84.91,77.28
EID012,Jamie Arnold,Physician,2024-10-02,3.97,4.27,98.15,50.37
EID012,Jamie Arnold,Physician,2024-10-03,3.97,4.54,87.21,82.32
EID012,Jamie Arnold,Physician,2024-10-04,7.09,0.55,86.63,89.03
EID012,Jamie Arnold,Physician,2024-10-05,6.57,4.41,72.52,91.79
EID012,Jamie Arnold,Physician,2024-10-06,4.77,6.79,80.99,98.05
EID012,Jamie Arnold,Physician,2024-10-07,2.64,7.02,88.96,92.88
EID012,Jamie Arnold,Physician,2024-10-08,3.49,6.31,86.95,58.88
EID012,Jamie Arnold,Physician,2024-10-09,6.98,7.61,96.58,78.91
EID012,Jamie Arnold,Physician,2024-10-10,0.74,5.88,96.51,98.63
EID012,Jamie Arnold,Physician,2024-10-11,4.75,3.96,71.43,65.48
EID012,Jamie Arnold,Physician,2024-10-12,1.29,4.34,85.08,92.7
EID012,Jamie Arnold,Physician,2024-10-13,5.32,3.33,72.72,89.91
EID012,Jamie Arnold,Physician,2024-10-14,2.94,5.77,86.37,97.83
EID012,Jamie Arnold,Physician,2024-10-15,6.36,5.68,76.79,97.82
EID012,Jamie Arnold,Physician,2024-10-16,9.99,6.09,98.64,98.26
EID012,Jamie Arnold,Physician,2024-10-17,5.36,7.73,87.17,55.27
EID012,Jamie Arnold,Physician,2024-10-18,1.52,7.26,84.16,84.55
EID012,Jamie Arnold,Physician,2024-10-19,8.22,6.29,92.91,85.23
EID012,Jamie Arnold,Physician,2024-10-20,8.47,1.01,95.9,77.27
EID012,Jamie Arnold,Physician,2024-10-21,5.99,3.86,97.78,55.01
EID012,Jamie Arnold,Physician,2024-10-22,5.53,3.43,82.64,90.94
EID012,Jamie Arnold,Physician,2024-10-23,7.59,1.86,93.23,91.64
EID012,Jamie Arnold,Physician,2024-10-24,1.32,7.01,88.62,94.47
EID012,Jamie Arnold,Physician,2024-10-25,2.58,3.76,96.7,60.01
EID012,Jamie Arnold,Physician,2024-10-26,9.96,3.68,89.52,60.0
EID012,Jamie Arnold,Physician,2024-10-27,3.68,4.5,77.6,61.14
EID012,Jamie Arnold,Physician,2024-10-28,8.16,3.6,89.15,70.21
EID012,Jamie Arnold,Physician,2024-10-29,9.19,5.45,86.98,95.76
EID012,Jamie Arnold,Physician,2024-10-30,8.01,7.99,87.89,96.59
EID012,Jamie Arnold,Physician,2024-10-31,5.83,2.72,88.81,53.64
EID012,Jamie Arnold,Physician,2024-11-01,9.41,1.67,95.36,71.56
EID012,Jamie Arnold,Physician,2024-11-02,7.31,4.53,99.4,82.39
EID012,Jamie Arnold,Physician,2024-11-03,7.47,7.96,75.73,87.26
EID012,Jamie Arnold,Physician,2024-11-04,6.86,6.18,90.81,71.49
EID012,Jamie Arnold,Physician,2024-11-05,0.81,4.38,77.01,98.81
EID012,Jamie Arnold,Physician,2024-11-06,8.66,3.03,97.31,89.39
EID012,Jamie Arnold,Physician,2024-11-07,1.4,7.79,87.91,99.36
EID012,Jamie Arnold,Physician,2024-11-08,0.21,2.73,84.66,86.64
EID012,Jamie Arnold,Physician,2024-11-09,5.03,3.78,77.42,71.63
EID012,Jamie Arnold,Physician,2024-11-10,9.12,2.33,81.28,51.66
EID012,Jamie Arnold,Physician,2024-11-11,5.38,0.18,84.54,99.04
EID012,Jamie Arnold,Physician,2024-11-12,4.16,3.36,73.94,58.57
EID012,Jamie Arnold,Physician,2024-11-13,0.82,4.43,78.78,51.5
EID012,Jamie Arnold,Physician,2024-11-14,6.66,2.94,79.79,61.28
EID012,Jamie Arnold,Physician,2024-11-15,7.86,7.22,71.9,85.38
EID012,Jamie Arnold,Physician,2024-11-16,1.46,1.06,79.95,55.5
EID012,Jamie Arnold,Physician,2024-11-17,1.01,5.47,90.94,78.85
EID012,Jamie Arnold,Physician,2024-11-18,9.11,4.61,92.73,89.62
EID012,Jamie Arnold,Physician,2024-11-19,9.88,4.81,75.57,54.43
EID012,Jamie Arnold,Physician,2024-11-20,2.2,6.88,80.73,87.67
EID012,Jamie Arnold,Physician,2024-11-21,8.71,0.64,91.38,94.97
EID012,Jamie Arnold,Physician,2024-11-22,3.49,5.78,74.01,65.23
EID012,Jamie Arnold,Physician,2024-11-23,8.94,4.67,88.18,64.93
EID012,Jamie Arnold,Physician,2024-11-24,2.76,6.32,80.82,96.72
EID012,Jamie Arnold,Physician,2024-11-25,3.87,5.51,87.03,54.67
EID012,Jamie Arnold,Physician,2024-11-26,7.8,5.85,93.3,75.04
EID012,Jamie Arnold,Physician,2024-11-27,6.83,5.26,70.14,72.03
EID012,Jamie Arnold,Physician,2024-11-28,3.21,5.73,90.18,70.65
EID012,Jamie Arnold,Physician,2024-11-29,0.68,3.62,99.02,75.21
EID012,Jamie Arnold,Physician,2024-11-30,9.11,7.67,89.52,85.48
EID012,Jamie Arnold,Physician,2024-12-01,0.48,5.61,91.85,70.27
EID012,Jamie Arnold,Physician,2024-12-02,6.43,4.8,88.76,92.13
EID012,Jamie Arnold,Physician,2024-12-03,6.27,0.3,98.75,98.4
EID012,Jamie Arnold,Physician,2024-12-04,5.28,6.14,77.23,51.17
EID012,Jamie Arnold,Physician,2024-12-05,5.39,0.89,89.03,53.68
EID012,Jamie Arnold,Physician,2024-12-06,5.68,1.09,75.3,80.93
EID012,Jamie Arnold,Physician,2024-12-07,1.87,7.96,76.59,69.54
EID012,Jamie Arnold,Physician,2024-12-08,8.08,2.66,76.06,62.64
EID012,Jamie Arnold,Physician,2024-12-09,3.8,6.36,85.81,91.64
EID012,Jamie Arnold,Physician,2024-12-10,6.25,7.74,97.77,78.61
EID012,Jamie Arnold,Physician,2024-12-11,5.77,1.26,94.09,80.01
EID012,Jamie Arnold,Physician,2024-12-12,8.84,7.43,77.87,56.35
EID012,Jamie Arnold,Physician,2024-12-13,7.32,7.44,97.79,74.09
EID012,Jamie Arnold,Physician,2024-12-14,2.63,7.93,84.1,98.64
EID012,Jamie Arnold,Physician,2024-12-15,0.22,4.03,74.89,62.0
EID012,Jamie Arnold,Physician,2024-12-16,8.85,7.8,96.65,70.78
EID012,Jamie Arnold,Physician,2024-12-17,1.24,6.74,94.9,62.43
EID012,Jamie Arnold,Physician,2024-12-18,0.23,3.08,98.76,76.84
EID012,Jamie Arnold,Physician,2024-12-19,4.2,3.76,97.02,86.1
EID012,Jamie Arnold,Physician,2024-12-20,1.22,5.98,84.69,88.9
EID012,Jamie Arnold,Physician,2024-12-21,6.89,0.8,71.9,88.18
EID012,Jamie Arnold,Physician,2024-12-22,9.55,5.22,88.73,64.95
EID012,Jamie Arnold,Physician,2024-12-23,2.6,6.92,93.05,63.7
EID012,Jamie Arnold,Physician,2024-12-24,1.37,2.38,95.95,69.58
EID012,Jamie Arnold,Physician,2024-12-25,4.34,2.53,87.87,75.99
EID012,Jamie Arnold,Physician,2024-12-26,2.94,5.17,98.14,82.68
EID012,Jamie Arnold,Physician,2024-12-27,4.87,0.21,92.89,64.75
EID012,Jamie Arnold,Physician,2024-12-28,0.76,4.3,82.73,91.77
EID012,Jamie Arnold,Physician,2024-12-29,4.52,3.31,92.86,99.93
EID012,Jamie Arnold,Physician,2024-12-30,0.32,3.67,84.24,64.9
EID012,Jamie Arnold,Physician,2024-12-31,5.23,4.38,77.29,81.94
EID013,Lisa Hensley,Physician,2024-10-01,7.33,1.33,95.04,57.8
EID013,Lisa Hensley,Physician,2024-10-02,5.63,1.87,82.95,74.89
EID013,Lisa Hensley,Physician,2024-10-03,5.0,5.37,78.25,99.47
EID013,Lisa Hensley,Physician,2024-10-04,7.11,1.98,94.31,84.04
EID013,Lisa Hensley,Physician,2024-10-05,6.72,2.95,97.84,77.85
EID013,Lisa Hensley,Physician,2024-10-06,2.13,6.13,89.77,90.83
EID013,Lisa Hensley,Physician,2024-10-07,9.05,1.33,90.53,90.7
EID013,Lisa Hensley,Physician,2024-10-08,9.58,4.79,93.26,86.29
EID013,Lisa Hensley,Physician,2024-10-09,4.62,5.01,93.38,54.56
EID013,Lisa Hensley,Physician,2024-10-10,2.49,5.17,99.71,90.37
EID013,Lisa Hensley,Physician,2024-10-11,9.63,7.39,89.26,95.95
EID013,Lisa Hensley,Physician,2024-10-12,6.18,4.7,71.51,72.53
EID013,Lisa Hensley,Physician,2024-10-13,8.31,7.69,97.76,77.26
EID013,Lisa Hensley,Physician,2024-10-14,1.14,6.07,83.22,60.19
EID013,Lisa Hensley,Physician,2024-10-15,7.79,2.12,78.48,96.06
EID013,Lisa Hensley,Physician,2024-10-16,8.65,2.98,80.4,71.86
EID013,Lisa Hensley,Physician,2024-10-17,1.54,6.1,91.03,69.48
EID013,Lisa Hensley,Physician,2024-10-18,3.11,1.82,78.96,58.09
EID013,Lisa Hensley,Physician,2024-10-19,0.27,3.52,89.14,98.98
EID013,Lisa Hensley,Physician,2024-10-20,6.46,2.84,87.2,66.84
EID013,Lisa Hensley,Physician,2024-10-21,6.97,5.64,85.13,65.11
EID013,Lisa Hensley,Physician,2024-10-22,2.08,3.4,71.73,98.44
EID013,Lisa Hensley,Physician,2024-10-23,2.44,4.3,87.77,59.19
EID013,Lisa Hensley,Physician,2024-10-24,3.68,5.45,83.09,99.47
EID013,Lisa Hensley,Physician,2024-10-25,2.07,7.95,89.17,82.03
EID013,Lisa Hensley,Physician,2024-10-26,3.78,7.47,95.08,51.81
EID013,Lisa Hensley,Physician,2024-10-27,9.97,2.45,82.05,66.34
EID013,Lisa Hensley,Physician,2024-10-28,5.07,1.74,82.61,65.84
EID013,Lisa Hensley,Physician,2024-10-29,1.52,0.07,88.72,69.14
EID013,Lisa Hensley,Physician,2024-10-30,6.08,1.79,87.7,97.64
EID013,Lisa Hensley,Physician,2024-10-31,3.11,2.79,86.0,73.16
EID013,Lisa Hensley,Physician,2024-11-01,3.92,3.66,81.31,62.57
EID013,Lisa Hensley,Physician,2024-11-02,4.97,0.08,91.74,50.88
EID013,Lisa Hensley,Physician,2024-11-03,0.97,2.98,96.76,98.36
EID013,Lisa Hensley,Physician,2024-11-04,1.14,5.86,72.43,62.63
EID013,Lisa Hensley,Physician,2024-11-05,7.61,3.41,83.67,55.91
EID013,Lisa Hensley,Physician,2024-11-06,2.54,4.48,94.51,65.11
EID013,Lisa Hensley,Physician,2024-11-07,1.0,7.94,86.18,51.55
EID013,Lisa Hensley,Physician,2024-11-08,2.79,2.13,98.17,65.66
EID013,Lisa Hensley,Physician,2024-11-09,6.01,5.12,77.5,80.56
EID013,Lisa Hensley,Physician,2024-11-10,0.85,5.01,96.82,51.26
EID013,Lisa Hensley,Physician,2024-11-11,4.92,7.34,71.69,63.46
EID013,Lisa Hensley,Physician,2024-11-12,7.72,7.81,88.34,84.9
EID013,Lisa Hensley,Physician,2024-11-13,0.44,3.1,98.67,94.51
EID013,Lisa Hensley,Physician,2024-11-14,2.46,4.52,92.37,81.43
EID013,Lisa Hensley,Physician,2024-11-15,6.33,2.46,90.58,61.23
EID013,Lisa Hensley,Physician,2024-11-16,0.64,6.46,72.87,73.0
EID013,Lisa Hensley,Physician,2024-11-17,9.08,3.16,80.93,89.76
EID013,Lisa Hensley,Physician,2024-11-18,3.53,5.61,95.04,67.47
EID013,Lisa Hensley,Physician,2024-11-19,2.34,4.04,95.92,67.15
EID013,Lisa Hensley,Physician,2024-11-20,1.29,2.4,87.88,73.14
EID013,Lisa Hensley,Physician,2024-11-21,7.51,4.3,95.1,83.74
EID013,Lisa Hensley,Physician,2024-11-22,4.4,4.6,83.11,75.25
EID013,Lisa Hensley,Physician,2024-11-23,6.47,5.73,77.23,58.51
EID013,Lisa Hensley,Physician,2024-11-24,4.56,0.44,77.49,64.76
EID013,Lisa Hensley,Physician,2024-11-25,6.11,3.02,94.32,93.47
EID013,Lisa Hensley,Physician,2024-11-26,5.92,0.06,78.26,91.75
EID013,Lisa Hensley,Physician,2024-11-27,0.37,6.36,79.47,80.73
EID013,Lisa Hensley,Physician,2024-11-28,3.22,4.32,71.82,69.68
EID013,Lisa Hensley,Physician,2024-11-29,4.81,5.53,93.67,73.12
EID013,Lisa Hensley,Physician,2024-11-30,0.16,5.44,70.37,79.37
EID013,Lisa Hensley,Physician,2024-12-01,9.03,7.98,79.83,61.05
EID013,Lisa Hensley,Physician,2024-12-02,2.84,7.05,83.32,52.32
EID013,Lisa Hensley,Physician,2024-12-03,4.85,4.71,76.72,82.64
EID013,Lisa Hensley,Physician,2024-12-04,9.75,1.06,79.55,69.66
EID013,Lisa Hensley,Physician,2024-12-05,8.42,7.06,79.72,65.56
EID013,Lisa Hensley,Physician,2024-12-06,7.09,2.18,75.53,79.22
EID013,Lisa Hensley,Physician,2024-12-07,7.02,6.05,70.1,83.31
EID013,Lisa Hensley,Physician,2024-12-08,5.1,2.68,86.12,95.18
EID013,Lisa Hensley,Physician,2024-12-09,4.1,2.32,82.34,88.7
EID013,Lisa Hensley,Physician,2024-12-10,7.01,2.65,84.69,86.46
EID013,Lisa Hensley,Physician,2024-12-11,0.79,0.99,80.48,51.03
EID013,Lisa Hensley,Physician,2024-12-12,4.17,1.43,95.42,92.56
EID013,Lisa Hensley,Physician,2024-12-13,4.52,7.96,92.97,52.29
EID013,Lisa Hensley,Physician,2024-12-14,8.01,5.77,73.27,82.3
EID013,Lisa Hensley,Physician,2024-12-15,0.62,4.69,93.58,84.1
EID013,Lisa Hensley,Physician,2024-12-16,3.13,7.55,77.57,81.47
EID013,Lisa Hensley,Physician,2024-12-17,4.15,2.67,93.44,62.59
EID013,Lisa Hensley,Physician,2024-12-18,2.0,6.26,87.36,57.05
EID013,Lisa Hensley,Physician,2024-12-19,3.41,3.75,91.23,59.25
EID013,Lisa Hensley,Physician,2024-12-20,3.55,0.72,91.61,75.22
EID013,Lisa Hensley,Physician,2024-12-21,5.73,5.81,94.32,53.6
EID013,Lisa Hensley,Physician,2024-12-22,2.02,6.18,88.28,67.4
EID013,Lisa Hensley,Physician,2024-12-23,9.87,1.22,90.08,87.82
EID013,Lisa Hensley,Physician,2024-12-24,1.55,1.26,70.55,88.95
EID013,Lisa Hensley,Physician,2024-12-25,0.49,5.66,93.89,59.38
EID013,Lisa Hensley,Physician,2024-12-26,1.95,7.86,71.42,96.6
EID013,Lisa Hensley,Physician,2024-12-27,6.03,4.81,92.3,69.19
EID013,Lisa Hensley,Physician,2024-12-28,7.04,0.56,70.14,73.86
EID013,Lisa Hensley,Physician,2024-12-29,0.84,1.57,84.12,66.1
EID013,Lisa Hensley,Physician,2024-12-30,5.57,3.14,95.43,86.55
EID013,Lisa Hensley,Physician,2024-12-31,8.69,7.16,70.62,96.8
