employee_id,name,role,record_date,patient_satisfaction_score,readmission_rate,compliance_score,charting_timeliness
EID004,Daniel Wagner,Nurse,2024-12-10,94.09,1.27,97.86,84.93
EID004,Daniel Wagner,Nurse,2024-12-11,84.54,4.57,80.89,77.35
EID004,Daniel Wagner,Nurse,2024-12-12,95.41,4.16,83.1,99.27
EID004,Daniel Wagner,Nurse,2024-12-13,98.21,3.1,89.07,95.15
EID004,Daniel Wagner,Nurse,2024-12-14,78.99,4.05,99.0,78.13
EID004,Daniel Wagner,Nurse,2024-12-15,87.44,4.48,96.78,71.45
EID004,Daniel Wagner,Nurse,2024-12-16,98.81,1.43,80.62,97.81
EID004,Daniel Wagner,Nurse,2024-12-17,99.07,0.35,90.03,85.02
EID004,Daniel Wagner,Nurse,2024-12-18,97.3,0.11,91.23,95.58
EID004,Daniel Wagner,Nurse,2024-12-19,73.21,4.08,86.85,99.36
EID004,Daniel Wagner,Nurse,2024-12-20,84.86,3.52,85.52,85.08
EID004,Daniel Wagner,Nurse,2024-12-21,94.85,0.58,92.87,86.64
EID004,Daniel Wagner,Nurse,2024-12-22,99.1,2.97,96.62,74.83
EID004,Daniel Wagner,Nurse,2024-12-23,85.41,4.46,91.73,86.11
EID004,Daniel Wagner,Nurse,2024-12-24,92.34,2.6,98.51,94.87
EID004,Daniel Wagner,Nurse,2024-12-25,91.96,0.81,98.47,92.75
EID004,Daniel Wagner,Nurse,2024-12-26,73.49,4.44,85.41,99.87
EID004,Daniel Wagner,Nurse,2024-12-27,70.3,0.47,94.95,75.46
EID004,Daniel Wagner,Nurse,2024-12-28,88.45,1.3,92.01,92.33
EID004,Daniel Wagner,Nurse,2024-12-29,75.14,4.47,93.47,97.93
EID004,Daniel Wagner,Nurse,2024-12-30,79.99,0.17,92.55,76.58
EID004,Daniel Wagner,Nurse,2024-12-31,72.77,2.34,96.55,90.82
EID005,Cristian Santos,Nurse,2024-10-01,92.33,3.15,82.85,81.73
EID005,Cristian Santos,Nurse,2024-10-02,93.65,1.45,80.87,84.44
EID005,Cristian Santos,Nurse,2024-10-03,84.36,0.32,84.54,75.36
EID005,Cristian Santos,Nurse,2024-10-04,90.65,3.28,96.5,75.41
EID005,Cristian Santos,Nurse,2024-10-05,74.44,4.65,94.09,78.74
EID005,Cristian Santos,Nurse,2024-10-06,86.96,0.1,86.79,80.01
EID005,Cristian Santos,Nurse,2024-10-07,96.18,2.62,91.85,72.05
EID005,Cristian Santos,Nurse,2024-10-08,74.1,3.61,98.18,71.61
EID005,Cristian Santos,Nurse,2024-10-09,98.03,2.73,95.65,72.84
EID005,Cristian Santos,Nurse,2024-10-10,74.43,2.3,86.6,80.19
EID005,Cristian Santos,Nurse,2024-10-11,94.17,0.96,87.42,95.26
EID005,Cristian Santos,Nurse,2024-10-12,74.49,0.53,82.97,74.52
EID005,Cristian Santos,Nurse,2024-10-13,89.49,3.97,80.69,96.44
EID005,Cristian Santos,Nurse,2024-10-14,91.99,4.35,94.7,94.24
EID005,Cristian Santos,Nurse,2024-10-15,75.86,2.37,90.44,96.08
EID005,Cristian Santos,Nurse,2024-10-16,70.2,4.8,86.1,70.46
EID005,Cristian Santos,Nurse,2024-10-17,87.83,1.2,89.36,83.28
EID005,Cristian Santos,Nurse,2024-10-18,70.18,3.73,91.89,82.75
EID005,Cristian Santos,Nurse,2024-10-19,97.03,3.73,84.52,77.21
EID005,Cristian Santos,Nurse,2024-10-20,93.73,2.85,91.56,99.6
EID005,Cristian Santos,Nurse,2024-10-21,93.2,4.95,80.17,94.83
EID005,Cristian Santos,Nurse,2024-10-22,88.36,1.41,83.88,79.19
EID005,Cristian Santos,Nurse,2024-10-23,76.94,1.0,86.1,73.38
EID005,Cristian Santos,Nurse,2024-10-24,83.8,3.38,88.26,93.49
EID005,Cristian Santos,Nurse,2024-10-25,92.36,0.39,95.23,99.36
EID005,Cristian Santos,Nurse,2024-10-26,90.15,0.52,91.13,78.78
EID005,Cristian Santos,Nurse,2024-10-27,91.25,0.25,92.5,96.22
EID005,Cristian Santos,Nurse,2024-10-28,87.8,3.86,90.0,81.9
EID005,Cristian Santos,Nurse,2024-10-29,93.25,1.94,99.51,74.07
EID005,Cristian Santos,Nurse,2024-10-30,85.79,3.98,96.44,93.17
EID005,Cristian Santos,Nurse,2024-10-31,92.24,2.88,91.57,77.7
EID005,Cristian Santos,Nurse,2024-11-01,80.64,3.37,88.26,99.39
EID005,Cristian Santos,Nurse,2024-11-02,91.73,2.31,83.04,96.97
EID005,Cristian Santos,Nurse,2024-11-03,74.46,4.12,81.73,99.19
EID005,Cristian Santos,Nurse,2024-11-04,91.22,2.17,80.85,97.94
EID005,Cristian Santos,Nurse,2024-11-05,79.76,3.07,87.52,71.29
EID005,Cristian Santos,Nurse,2024-11-06,75.92,1.91,96.75,74.18
EID005,Cristian Santos,Nurse,2024-11-07,90.5,3.28,82.31,74.63
EID005,Cristian Santos,Nurse,2024-11-08,89.7,3.64,86.38,70.58
EID005,Cristian Santos,Nurse,2024-11-09,77.58,4.7,88.08,93.05
EID005,Cristian Santos,Nurse,2024-11-10,70.33,1.62,94.29,96.22
EID005,Cristian Santos,Nurse,2024-11-11,86.94,3.4,85.54,74.92
EID005,Cristian Santos,Nurse,2024-11-12,74.86,0.61,94.17,98.15
EID005,Cristian Santos,Nurse,2024-11-13,87.32,4.6,89.34,79.4
EID005,Cristian Santos,Nurse,2024-11-14,70.03,1.14,84.92,89.48
EID005,Cristian Santos,Nurse,2024-11-15,83.25,4.28,96.0,83.08
EID005,Cristian Santos,Nurse,2024-11-16,75.56,1.48,86.7,96.02
EID005,Cristian Santos,Nurse,2024-11-17,87.4,3.18,84.16,80.17
EID005,Cristian Santos,Nurse,2024-11-18,97.35,3.57,90.69,78.53
EID005,Cristian Santos,Nurse,2024-11-19,71.7,4.21,91.11,78.51
EID005,Cristian Santos,Nurse,2024-11-20,72.74,0.42,88.81,74.12
EID005,Cristian Santos,Nurse,2024-11-21,88.52,1.47,86.53,94.5
EID005,Cristian Santos,Nurse,2024-11-22,75.53,2.6,81.72,79.03
EID005,Cristian Santos,Nurse,2024-11-23,94.32,4.34,84.42,98.85
EID005,Cristian Santos,Nurse,2024-11-24,95.46,4.2,91.02,82.14
EID005,Cristian Santos,Nurse,2024-11-25,83.13,0.3,80.05,86.28
EID005,Cristian Santos,Nurse,2024-11-26,80.87,1.1,94.0,87.39
EID005,Cristian Santos,Nurse,2024-11-27,75.67,3.47,83.57,94.05
EID005,Cristian Santos,Nurse,2024-11-28,80.64,2.98,98.45,82.18
EID005,Cristian Santos,Nurse,2024-11-29,78.58,0.52,86.33,73.39
EID005,Cristian Santos,Nurse,2024-11-30,78.9,0.99,88.12,85.56
EID005,Cristian Santos,Nurse,2024-12-01,70.44,2.84,80.72,71.69
EID005,Cristian Santos,Nurse,2024-12-02,72.21,2.65,89.19,73.55
EID005,Cristian Santos,Nurse,2024-12-03,93.4,1.68,85.97,89.12
EID005,Cristian Santos,Nurse,2024-12-04,97.73,2.32,94.92,97.28
EID005,Cristian Santos,Nurse,2024-12-05,74.92,2.36,95.46,94.81
EID005,Cristian Santos,Nurse,2024-12-06,73.38,3.83,93.81,75.81
EID005,Cristian Santos,Nurse,2024-12-07,70.37,0.84,99.71,92.0
EID005,Cristian Santos,Nurse,2024-12-08,72.99,2.65,89.1,93.96
EID005,Cristian Santos,Nurse,2024-12-09,88.81,4.75,97.66,87.37
EID005,Cristian Santos,Nurse,2024-12-10,91.98,0.72,89.17,96.08
EID005,Cristian Santos,Nurse,2024-12-11,73.42,4.15,89.93,80.42
EID005,Cristian Santos,Nurse,2024-12-12,78.24,1.82,95.44,95.73
EID005,Cristian Santos,Nurse,2024-12-13,74.1,3.3,90.76,78.61
EID005,Cristian Santos,Nurse,2024-12-14,93.9,1.41,86.93,82.81
EID005,Cristian Santos,Nurse,2024-12-15,86.33,0.56,88.57,71.79
EID005,Cristian Santos,Nurse,2024-12-16,92.36,3.74,89.13,97.07
EID005,Cristian Santos,Nurse,2024-12-17,75.71,0.6,84.57,83.88
EID005,Cristian Santos,Nurse,2024-12-18,96.71,3.51,94.11,89.0
EID005,Cristian Santos,Nurse,2024-12-19,70.07,0.84,94.49,83.17
EID005,Cristian Santos,Nurse,2024-12-20,77.43,1.92,91.45,92.55
EID005,Cristian Santos,Nurse,2024-12-21,99.0,1.44,83.67,88.17
EID005,Cristian Santos,Nurse,2024-12-22,76.22,1.33,94.87,83.94
EID005,Cristian Santos,Nurse,2024-12-23,73.61,4.12,81.41,96.23
EID005,Cristian Santos,Nurse,2024-12-24,94.22,1.22,90.51,90.79
EID005,Cristian Santos,Nurse,2024-12-25,97.16,0.06,88.52,79.89
EID005,Cristian Santos,Nurse,2024-12-26,89.63,3.69,99.29,90.17
EID005,Cristian Santos,Nurse,2024-12-27,82.28,3.34,94.52,80.11
EID005,Cristian Santos,Nurse,2024-12-28,82.36,0.22,90.79,79.4
EID005,Cristian Santos,Nurse,2024-12-29,85.97,3.88,90.6,83.93
EID005,Cristian Santos,Nurse,2024-12-30,93.52,0.96,85.69,98.59
EID005,Cristian Santos,Nurse,2024-12-31,92.19,3.13,84.43,78.83
EID006,Connie Lawrence,Nurse,2024-10-01,96.18,0.9,81.38,96.3
EID006,Connie Lawrence,Nurse,2024-10-02,98.71,1.21,85.45,95.08
EID006,Connie Lawrence,Nurse,2024-10-03,81.48,2.92,92.7,85.01
EID006,Connie Lawrence,Nurse,2024-10-04,74.08,0.28,84.07,83.38
EID006,Connie Lawrence,Nurse,2024-10-05,89.68,4.04,94.92,96.56
EID006,Connie Lawrence,Nurse,2024-10-06,95.14,0.48,94.92,81.07
EID006,Connie Lawrence,Nurse,2024-10-07,78.51,4.88,93.76,79.96
EID006,Connie Lawrence,Nurse,2024-10-08,79.46,2.76,83.63,75.25
EID006,Connie Lawrence,Nurse,2024-10-09,96.9,1.72,96.56,91.83
EID006,Connie Lawrence,Nurse,2024-10-10,82.44,4.28,91.28,79.33
EID006,Connie Lawrence,Nurse,2024-10-11,75.04,1.71,97.25,85.84
EID006,Connie Lawrence,Nurse,2024-10-12,98.7,3.74,90.25,89.83
EID006,Connie Lawrence,Nurse,2024-10-13,96.03,3.56,82.14,91.96
EID006,Connie Lawrence,Nurse,2024-10-14,91.35,3.73,93.93,98.77
EID006,Connie Lawrence,Nurse,2024-10-15,75.35,3.24,89.83,71.85
EID006,Connie Lawrence,Nurse,2024-10-16,72.33,2.22,97.76,72.49
EID006,Connie Lawrence,Nurse,2024-10-17,87.44,4.55,89.69,70.65
EID006,Connie Lawrence,Nurse,2024-10-18,83.38,2.64,84.41,96.66
EID006,Connie Lawrence,Nurse,2024-10-19,85.35,0.49,89.49,73.22
EID006,Connie Lawrence,Nurse,2024-10-20,75.04,2.67,97.95,88.54
EID006,Connie Lawrence,Nurse,2024-10-21,82.03,0.68,85.5,82.9
EID006,Connie Lawrence,Nurse,2024-10-22,91.79,4.15,91.0,88.15
EID006,Connie Lawrence,Nurse,2024-10-23,95.51,1.28,94.5,72.32
EID006,Connie Lawrence,Nurse,2024-10-24,75.74,3.69,81.86,83.45
EID006,Connie Lawrence,Nurse,2024-10-25,98.68,4.54,96.89,99.38
EID006,Connie Lawrence,Nurse,2024-10-26,86.89,4.19,83.1,74.74
EID006,Connie Lawrence,Nurse,2024-10-27,85.26,0.9,85.03,72.73
EID006,Connie Lawrence,Nurse,2024-10-28,77.76,1.58,97.32,71.72
EID006,Connie Lawrence,Nurse,2024-10-29,85.35,4.43,86.33,77.82
EID006,Connie Lawrence,Nurse,2024-10-30,81.6,1.52,87.7,78.51
EID006,Connie Lawrence,Nurse,2024-10-31,95.14,1.6,97.3,73.62
EID006,Connie Lawrence,Nurse,2024-11-01,80.98,3.72,94.47,71.7
EID006,Connie Lawrence,Nurse,2024-11-02,81.55,4.74,89.59,75.71
EID006,Connie Lawrence,Nurse,2024-11-03,83.03,0.99,95.3,96.89
EID006,Connie Lawrence,Nurse,2024-11-04,80.95,0.27,92.3,81.17
EID006,Connie Lawrence,Nurse,2024-11-05,78.25,0.7,99.8,85.64
EID006,Connie Lawrence,Nurse,2024-11-06,96.29,3.45,87.47,74.52
EID006,Connie Lawrence,Nurse,2024-11-07,98.76,4.67,88.28,88.78
EID006,Connie Lawrence,Nurse,2024-11-08,93.61,2.92,97.38,77.96
EID006,Connie Lawrence,Nurse,2024-11-09,96.76,4.06,82.54,93.18
EID006,Connie Lawrence,Nurse,2024-11-10,96.85,1.7,90.25,89.73
EID006,Connie Lawrence,Nurse,2024-11-11,91.44,3.06,93.74,70.07
EID006,Connie Lawrence,Nurse,2024-11-12,72.37,3.26,98.42,72.27
EID006,Connie Lawrence,Nurse,2024-11-13,71.67,0.21,98.16,73.78
EID006,Connie Lawrence,Nurse,2024-11-14,88.35,3.43,83.09,72.89
EID006,Connie Lawrence,Nurse,2024-11-15,79.76,0.06,95.08,79.52
EID006,Connie Lawrence,Nurse,2024-11-16,79.31,2.23,80.62,86.27
EID006,Connie Lawrence,Nurse,2024-11-17,84.57,3.89,94.49,90.81
EID006,Connie Lawrence,Nurse,2024-11-18,70.15,1.38,87.04,78.62
EID006,Connie Lawrence,Nurse,2024-11-19,96.14,2.71,95.0,90.23
EID006,Connie Lawrence,Nurse,2024-11-20,98.86,0.71,80.83,90.98
EID006,Connie Lawrence,Nurse,2024-11-21,84.3,2.3,90.04,97.74
EID006,Connie Lawrence,Nurse,2024-11-22,94.05,1.26,96.41,80.54
EID006,Connie Lawrence,Nurse,2024-11-23,98.63,1.48,83.1,81.25
EID006,Connie Lawrence,Nurse,2024-11-24,85.87,1.7,87.66,80.62
EID006,Connie Lawrence,Nurse,2024-11-25,92.63,4.03,96.84,76.68
EID006,Connie Lawrence,Nurse,2024-11-26,70.72,0.97,89.92,94.73
EID006,Connie Lawrence,Nurse,2024-11-27,85.41,2.93,98.23,89.35
EID006,Connie Lawrence,Nurse,2024-11-28,95.57,4.98,91.18,71.59
EID006,Connie Lawrence,Nurse,2024-11-29,84.16,2.87,85.18,72.84
EID006,Connie Lawrence,Nurse,2024-11-30,94.17,4.44,81.87,91.04
EID006,Connie Lawrence,Nurse,2024-12-01,74.59,2.66,87.61,77.97
EID006,Connie Lawrence,Nurse,2024-12-02,82.27,0.05,92.32,86.15
EID006,Connie Lawrence,Nurse,2024-12-03,71.22,0.22,83.6,70.73
EID006,Connie Lawrence,Nurse,2024-12-04,81.8,2.19,85.59,85.6
EID006,Connie Lawrence,Nurse,2024-12-05,97.46,0.03,99.74,93.96
EID006,Connie Lawrence,Nurse,2024-12-06,96.98,2.85,88.46,90.52
EID006,Connie Lawrence,Nurse,2024-12-07,78.49,2.56,83.43,82.52
EID006,Connie Lawrence,Nurse,2024-12-08,88.76,4.32,94.56,75.57
EID006,Connie Lawrence,Nurse,2024-12-09,93.7,2.05,97.27,78.08
EID006,Connie Lawrence,Nurse,2024-12-10,93.93,1.05,93.41,91.05
EID006,Connie Lawrence,Nurse,2024-12-11,95.87,3.02,97.06,96.67
EID006,Connie Lawrence,Nurse,2024-12-12,72.54,1.31,88.37,80.4
EID006,Connie Lawrence,Nurse,2024-12-13,92.52,4.42,81.71,71.98
EID006,Connie Lawrence,Nurse,2024-12-14,91.98,1.71,91.01,75.5
EID006,Connie Lawrence,Nurse,2024-12-15,79.13,1.11,97.42,97.41
EID006,Connie Lawrence,Nurse,2024-12-16,94.83,4.83,97.45,92.65
EID006,Connie Lawrence,Nurse,2024-12-17,73.21,3.02,87.59,85.76
EID006,Connie Lawrence,Nurse,2024-12-18,87.14,4.07,94.01,98.2
EID006,Connie Lawrence,Nurse,2024-12-19,97.74,1.72,82.53,76.66
EID006,Connie Lawrence,Nurse,2024-12-20,74.72,3.71,91.71,83.04
EID006,Connie Lawrence,Nurse,2024-12-21,84.59,2.44,80.82,70.34
EID006,Connie Lawrence,Nurse,2024-12-22,79.02,0.16,81.05,95.06
EID006,Connie Lawrence,Nurse,2024-12-23,80.46,4.21,93.6,86.77
EID006,Connie Lawrence,Nurse,2024-12-24,70.61,2.59,91.11,95.27
EID006,Connie Lawrence,Nurse,2024-12-25,89.91,1.6,81.84,73.74
EID006,Connie Lawrence,Nurse,2024-12-26,79.58,1.19,99.99,77.43
EID006,Connie Lawrence,Nurse,2024-12-27,95.75,0.4,84.65,90.47
EID006,Connie Lawrence,Nurse,2024-12-28,83.76,0.82,81.62,86.66
EID006,Connie Lawrence,Nurse,2024-12-29,72.12,4.44,94.85,79.27
EID006,Connie Lawrence,Nurse,2024-12-30,90.84,1.43,83.12,75.19
EID006,Connie Lawrence,Nurse,2024-12-31,85.19,1.83,94.25,77.67
EID007,Abigail Shaffer,Nurse,2024-10-01,82.31,3.85,96.22,88.76
EID007,Abigail Shaffer,Nurse,2024-10-02,71.48,3.49,88.99,96.35
EID007,Abigail Shaffer,Nurse,2024-10-03,93.01,0.56,88.22,91.62
EID007,Abigail Shaffer,Nurse,2024-10-04,89.1,3.97,98.16,92.06
EID007,Abigail Shaffer,Nurse,2024-10-05,70.13,4.74,83.07,72.72
EID007,Abigail Shaffer,Nurse,2024-10-06,92.13,4.4,96.54,89.49
EID007,Abigail Shaffer,Nurse,2024-10-07,85.66,0.12,88.72,87.36
EID007,Abigail Shaffer,Nurse,2024-10-08,83.47,3.63,87.69,92.98
EID007,Abigail Shaffer,Nurse,2024-10-09,86.34,3.69,86.77,79.69
EID007,Abigail Shaffer,Nurse,2024-10-10,87.14,4.83,87.99,87.05
EID007,Abigail Shaffer,Nurse,2024-10-11,94.7,1.11,82.17,85.42
EID007,Abigail Shaffer,Nurse,2024-10-12,86.64,4.33,83.21,78.46
EID007,Abigail Shaffer,Nurse,2024-10-13,92.2,2.98,92.56,86.2
EID007,Abigail Shaffer,Nurse,2024-10-14,71.15,0.31,91.04,83.32
EID007,Abigail Shaffer,Nurse,2024-10-15,83.21,0.16,85.94,99.51
EID007,Abigail Shaffer,Nurse,2024-10-16,85.27,1.84,95.12,90.41
EID007,Abigail Shaffer,Nurse,2024-10-17,85.0,2.92,81.61,88.97
EID007,Abigail Shaffer,Nurse,2024-10-18,96.41,4.01,80.8,86.53
EID007,Abigail Shaffer,Nurse,2024-10-19,85.86,2.3,91.35,88.23
EID007,Abigail Shaffer,Nurse,2024-10-20,73.62,3.43,92.95,73.87
EID007,Abigail Shaffer,Nurse,2024-10-21,82.34,1.99,98.43,91.75
EID007,Abigail Shaffer,Nurse,2024-10-22,94.66,2.11,92.26,79.87
EID007,Abigail Shaffer,Nurse,2024-10-23,95.88,1.59,94.1,86.14
EID007,Abigail Shaffer,Nurse,2024-10-24,75.24,3.63,84.94,72.95
EID007,Abigail Shaffer,Nurse,2024-10-25,73.05,3.36,82.78,74.42
EID007,Abigail Shaffer,Nurse,2024-10-26,97.94,3.14,87.44,77.1
EID007,Abigail Shaffer,Nurse,2024-10-27,92.94,1.99,83.76,93.69
EID007,Abigail Shaffer,Nurse,2024-10-28,89.97,0.79,84.81,81.01
EID007,Abigail Shaffer,Nurse,2024-10-29,77.29,3.92,84.86,80.41
EID007,Abigail Shaffer,Nurse,2024-10-30,93.44,3.53,95.61,89.29
EID007,Abigail Shaffer,Nurse,2024-10-31,86.97,4.22,91.16,91.59
EID007,Abigail Shaffer,Nurse,2024-11-01,71.05,4.42,95.43,83.29
EID007,Abigail Shaffer,Nurse,2024-11-02,99.84,4.83,96.72,91.28
EID007,Abigail Shaffer,Nurse,2024-11-03,87.56,3.47,90.98,79.99
EID007,Abigail Shaffer,Nurse,2024-11-04,93.0,0.3,88.75,95.59
EID007,Abigail Shaffer,Nurse,2024-11-05,96.4,1.03,84.4,94.75
EID007,Abigail Shaffer,Nurse,2024-11-06,91.4,1.89,93.53,79.01
EID007,Abigail Shaffer,Nurse,2024-11-07,76.42,1.91,89.86,87.33
EID007,Abigail Shaffer,Nurse,2024-11-08,91.57,3.09,92.2,78.89
EID007,Abigail Shaffer,Nurse,2024-11-09,94.92,4.66,97.55,96.35
EID007,Abigail Shaffer,Nurse,2024-11-10,85.78,4.87,90.4,95.9
EID007,Abigail Shaffer,Nurse,2024-11-11,73.03,3.72,80.42,92.93
EID007,Abigail Shaffer,Nurse,2024-11-12,93.35,2.87,89.14,78.41
EID007,Abigail Shaffer,Nurse,2024-11-13,87.18,0.78,83.26,82.28
EID007,Abigail Shaffer,Nurse,2024-11-14,85.49,2.33,92.49,76.75
EID007,Abigail Shaffer,Nurse,2024-11-15,99.76,0.62,96.09,99.33
EID007,Abigail Shaffer,Nurse,2024-11-16,72.58,0.48,84.68,72.7
EID007,Abigail Shaffer,Nurse,2024-11-17,78.74,3.76,93.5,73.02
EID007,Abigail Shaffer,Nurse,2024-11-18,81.01,1.49,82.13,82.37
EID007,Abigail Shaffer,Nurse,2024-11-19,92.58,3.07,86.89,95.41
EID007,Abigail Shaffer,Nurse,2024-11-20,84.13,2.44,96.0,87.71
EID007,Abigail Shaffer,Nurse,2024-11-21,78.55,1.43,95.66,94.16
EID007,Abigail Shaffer,Nurse,2024-11-22,90.73,4.02,94.85,81.32
EID007,Abigail Shaffer,Nurse,2024-11-23,73.2,4.16,99.29,79.47
EID007,Abigail Shaffer,Nurse,2024-11-24,78.69,0.28,93.24,77.83
EID007,Abigail Shaffer,Nurse,2024-11-25,79.43,0.71,89.88,77.67
EID007,Abigail Shaffer,Nurse,2024-11-26,72.6,3.08,97.35,88.51
EID007,Abigail Shaffer,Nurse,2024-11-27,94.64,1.96,86.17,88.94
EID007,Abigail Shaffer,Nurse,2024-11-28,85.19,0.44,87.56,92.29
EID007,Abigail Shaffer,Nurse,2024-11-29,80.3,3.52,96.43,96.08
EID007,Abigail Shaffer,Nurse,2024-11-30,72.67,3.8,87.04,97.34
EID007,Abigail Shaffer,Nurse,2024-12-01,74.83,3.69,98.23,99.33
EID007,Abigail Shaffer,Nurse,2024-12-02,98.64,4.33,84.81,78.44
EID007,Abigail Shaffer,Nurse,2024-12-03,76.59,0.31,95.85,80.66
EID007,Abigail Shaffer,Nurse,2024-12-04,77.88,1.55,95.28,98.28
EID007,Abigail Shaffer,Nurse,2024-12-05,79.47,0.16,94.58,85.98
EID007,Abigail Shaffer,Nurse,2024-12-06,85.3,0.73,95.68,87.85
EID007,Abigail Shaffer,Nurse,2024-12-07,92.97,4.79,87.01,86.89
EID007,Abigail Shaffer,Nurse,2024-12-08,77.01,0.69,91.34,90.14
EID007,Abigail Shaffer,Nurse,2024-12-09,95.98,0.66,92.89,72.03
EID007,Abigail Shaffer,Nurse,2024-12-10,86.53,4.09,85.43,91.8
EID007,Abigail Shaffer,Nurse,2024-12-11,83.68,2.88,84.4,72.99
EID007,Abigail Shaffer,Nurse,2024-12-12,76.35,4.31,81.41,86.75
EID007,Abigail Shaffer,Nurse,2024-12-13,71.04,1.81,82.85,79.06
EID007,Abigail Shaffer,Nurse,2024-12-14,98.52,3.72,93.05,80.18
EID007,Abigail Shaffer,Nurse,2024-12-15,99.64,0.12,96.09,93.84
EID007,Abigail Shaffer,Nurse,2024-12-16,85.58,4.19,85.13,89.07
EID007,Abigail Shaffer,Nurse,2024-12-17,81.34,4.58,98.13,83.77
EID007,Abigail Shaffer,Nurse,2024-12-18,79.39,1.9,82.64,75.36
EID007,Abigail Shaffer,Nurse,2024-12-19,82.24,2.89,86.94,72.73
EID007,Abigail Shaffer,Nurse,2024-12-20,78.77,0.81,80.44,86.82
EID007,Abigail Shaffer,Nurse,2024-12-21,76.05,2.62,86.96,90.16
EID007,Abigail Shaffer,Nurse,2024-12-22,71.0,2.19,93.19,77.58
EID007,Abigail Shaffer,Nurse,2024-12-23,81.97,0.24,98.13,84.32
EID007,Abigail Shaffer,Nurse,2024-12-24,89.54,3.48,81.92,75.47
EID007,Abigail Shaffer,Nurse,2024-12-25,88.37,0.07,89.46,93.98
EID007,Abigail Shaffer,Nurse,2024-12-26,82.4,1.41,91.91,76.79
EID007,Abigail Shaffer,Nurse,2024-12-27,98.02,0.31,87.26,76.65
EID007,Abigail Shaffer,Nurse,2024-12-28,87.71,1.42,85.08,96.95
EID007,Abigail Shaffer,Nurse,2024-12-29,75.37,2.6,85.27,83.11
EID007,Abigail Shaffer,Nurse,2024-12-30,81.63,0.13,91.57,94.02
EID007,Abigail Shaffer,Nurse,2024-12-31,75.09,3.04,80.29,85.2
