lead_id,campaign_id,lead_name,company,email,phone,status
LEADbf9e1e3b,CMP97fe0f55,Christine Larson,Garcia-Johnson,davidmarquez@example.com,+1-428-280-0937x30980,Qualified
LEAD797edafc,CMP97fe0f55,Sarah Sanchez,Cook Inc,denise42@example.org,629.783.0756,Qualified
LEADec77cdff,CMP97fe0f55,Matthew Walker,Murray PLC,conleytimothy@example.com,(487)826-7267x3415,Contacted
LEADa112f32b,CMP97fe0f55,Danielle Garrett,Johnson Inc,george21@example.com,7402658800,New
LEAD68ef51c2,CMP97fe0f55,Darlene Ferrell,"Martinez, Huffman and Roman",samantharussell@example.org,+1-578-591-3645,Converted
LEADc7efd22a,CMP97fe0f55,Todd Riley,"Hayes, Fox and Vazquez",amandacunningham@example.net,001-716-254-6976,New
LEADe87bfcbc,CMP97fe0f55,Holly Schroeder,"Roth, Roberts and Morrison",dcollier@example.net,(651)552-5917,Contacted
LEADfaf783cb,CMP97fe0f55,Ryan Jones,"Bennett, Malone and Curry",slopez@example.com,979.260.3403,Contacted
LEADd104f675,CMP97fe0f55,John Gomez,"Duncan, Gibbs and Rodriguez",archerjessica@example.net,295.918.6879x04832,Converted
LEAD521c7387,CMP97fe0f55,Danny Jensen,"Brooks, Powell and Huffman",rachel53@example.net,+1-806-966-9825x938,Converted
LEADfc659994,CMP97fe0f55,Jeremy May,Williams-Kelly,jefferybooker@example.org,261-540-9360x8765,Qualified
LEAD07ad01dd,CMP97fe0f55,Diana White,Torres-Cisneros,kevinfowler@example.net,437.248.3707,Contacted
LEAD4390d831,CMP97fe0f55,Spencer Buchanan,Beasley Group,regina94@example.com,424.702.4957x999,Converted
LEAD97af89d6,CMP97fe0f55,Eric Durham,"Kim, Scott and Andersen",sherry91@example.org,(255)748-7327x402,Contacted
LEADb1b6aaef,CMP97fe0f55,Amy Murray,Sanford Group,janetparker@example.net,459-971-1865,Converted
LEAD1bf89765,CMP97fe0f55,Sandra Reed,"Garcia, Smith and Smith",sarah38@example.org,978.259.0874x9670,New
LEAD3e6481d9,CMP97fe0f55,Melinda Mosley,"Thompson, Perry and Mercer",robbinseric@example.org,+1-693-848-2415x9485,Qualified
LEAD80949221,CMP97fe0f55,Kerry Rodriguez,Compton Inc,gerald82@example.net,(859)827-1283x931,Converted
LEADb729504b,CMP97fe0f55,James Leonard,"Butler, Newton and Barber",harveyvanessa@example.net,4548579081,New
LEAD68a4ab03,CMP97fe0f55,Christina Solomon,Pham-Haas,laura06@example.net,001-747-493-7305x0369,New
LEADb5fc33d6,CMP97fe0f55,Willie Humphrey,Davidson-Rivera,jodi24@example.net,+1-555-764-1994x293,Converted
LEAD37d4b1b7,CMP97fe0f55,Victoria Mason,"Clements, Roberts and Bennett",hharris@example.net,001-285-667-6965x0983,New
LEAD128c5149,CMP68d605fd,Laura Crawford,Sanchez Inc,jose41@example.net,+1-309-285-0833x8438,Converted
LEADe363e401,CMP68d605fd,Ashley Jennings,"Richardson, Hernandez and Smith",joan11@example.org,+1-833-549-9271,Converted
LEADfd4f9e27,CMP68d605fd,Keith Perez,"Lewis, Harmon and Perez",uortega@example.net,942-689-4290,New
LEADfcb2626c,CMP68d605fd,Alexandra Wilson,"Castillo, Smith and Chen",amcpherson@example.net,(200)219-5229x6018,New
LEAD5866bf5f,CMP68d605fd,Matthew Johnson,Ramirez-Bradley,brianfletcher@example.net,486-846-4011,New
LEAD9da65ba8,CMP68d605fd,Caitlin Atkins,"Wong, Gonzalez and Douglas",caroline85@example.net,+1-606-670-3278x539,Qualified
LEAD95014fcb,CMP68d605fd,Mckenzie Brock,Porter-Dixon,jonesrebecca@example.org,847-697-4077x12972,Converted
LEAD7f903c62,CMP68d605fd,Tammy Luna,Simmons Ltd,wernerjessica@example.org,(955)803-9739x954,Contacted
LEADb5e6f5cc,CMP68d605fd,Amanda Bowman DDS,"Jones, Williams and Blackwell",novakmargaret@example.com,809.936.0434,Converted
LEADbfdcf959,CMP68d605fd,Tina Thomas,Wong-Perez,ortegamelody@example.org,+1-533-537-2207x4536,Contacted
LEAD14834bc3,CMP68d605fd,Ashley Stewart,"Harrington, Jimenez and Bradshaw",pamelabrown@example.org,326.892.0834x91589,Contacted
LEAD14cc8956,CMP68d605fd,Daniel Peters,"Franco, Baker and Mccarthy",rking@example.net,4205791686,Converted
LEADce3b6f6e,CMP68d605fd,Jennifer Juarez,Peterson Inc,underwoodshawn@example.com,001-588-629-9599x888,Contacted
LEADfac5dc70,CMP68d605fd,Nancy Kelly,Snyder-Anderson,yfoster@example.net,515.660.8135,Converted
LEADd4b57640,CMP68d605fd,Mary Stanley,Gibson Ltd,morganalex@example.net,(806)447-6279x9022,Qualified
LEAD80f3825c,CMP68d605fd,Timothy Gonzalez,"Walters, Hurst and Fischer",ronald54@example.net,+1-270-405-8191,Contacted
LEADcff39b39,CMP68d605fd,Elizabeth Baker,Sharp-Molina,hfoley@example.org,752-246-0112,New
LEAD7593a739,CMP68d605fd,Andrew Pena,Bruce LLC,andrew31@example.com,(752)416-9309x14015,New
LEADe3d3e965,CMP68d605fd,Melissa Green,"Ross, Wallace and Gibson",cscott@example.com,7477618017,Converted
LEADbcc9b8db,CMP68d605fd,Justin Schmidt,Hughes-Little,stevenball@example.org,597.606.5452,Contacted
LEAD6c7828a9,CMP68d605fd,Nicole Martin,Wheeler-Myers,dkelly@example.com,(274)581-2703x178,Contacted
LEAD0c60a11b,CMP68d605fd,Susan Cox,"Simpson, Cannon and Ingram",ashley05@example.net,001-654-982-2332x09343,Converted
LEADf23abe3a,CMP68d605fd,Melanie Yang,Cox PLC,yperkins@example.net,+1-599-940-8491x260,Contacted
LEADe0172fd9,CMP68d605fd,Paige Rice,Malone Group,johnny38@example.net,001-369-376-9283,Contacted
LEADeeca00ac,CMP68d605fd,Gabriella Padilla,"Butler, Moore and Schneider",williamgoodman@example.com,207.905.5892,Contacted
LEAD2326c3f8,CMP68d605fd,Jeffrey Nolan,"Harrison, Martin and Vasquez",williamsscott@example.net,001-264-442-2618x390,Contacted
LEAD2cb514bb,CMP68d605fd,Erin Parker,"Ingram, Parks and Thompson",garciakevin@example.com,001-964-631-9934x70221,New
LEAD11967a27,CMP68d605fd,Matthew Mann DDS,Morales and Sons,jenniferdavis@example.net,(705)334-1606,Qualified
LEAD7df9139a,CMP68d605fd,Erin Moran,Holland-Mccarthy,christopher54@example.com,940.659.1699x685,Converted
LEAD13ce9f54,CMP68d605fd,Michael Wright,Lewis-Malone,ulopez@example.net,(522)801-8185,New
LEAD87056365,CMP68d605fd,Joshua Ortiz,Haynes Ltd,jorgewalker@example.org,868.941.3851x22619,Qualified
LEADd6f92801,CMP68d605fd,Aaron Brown,Perez-Miller,brandon13@example.org,454.827.9012,New
LEAD1bc5c2e2,CMP68d605fd,Kenneth Martin,"Gilmore, Singleton and Howe",taylortorres@example.com,+1-512-836-0842x334,Converted
LEADfcf73244,CMP68d605fd,Travis Brady,Baker PLC,amanda34@example.net,001-374-994-5861x59632,Qualified
LEAD5c3e9c68,CMP68d605fd,Erika Newman,"Morrison, Moore and White",mariamejia@example.org,(928)219-5455x021,Qualified
LEADfaab56a1,CMP68d605fd,Kevin Davenport,Williams PLC,ojackson@example.org,635.536.4032x8210,Qualified
LEAD7a57a819,CMP68d605fd,Dawn Green,Brooks-Mcclure,redwards@example.com,396.256.0210x14234,Contacted
LEADe6563ca6,CMP68d605fd,Xavier Jones,Pugh PLC,elizabeth54@example.com,001-343-404-8014x91384,Converted
LEADfc638e3e,CMP68d605fd,Katherine Adams,"Powell, Griffin and Davis",kwhite@example.net,001-550-341-2734x3074,Contacted
LEAD38926bbd,CMP68d605fd,Timothy Flores,Lopez-Atkinson,petersenashley@example.net,+1-927-269-6532x47172,New
LEAD20a15dbc,CMP68d605fd,Emily Meyer,Howard and Sons,cindypugh@example.org,+1-954-624-0025,Qualified
LEADfc6688a1,CMP68d605fd,Anthony Garcia,"Porter, Lynn and Brown",michaelbrown@example.com,+1-522-937-2517x5265,Qualified
LEAD1e70c849,CMP68d605fd,Norman Ryan,Wilson Group,devintran@example.net,+1-489-229-2934x40583,New
LEADd3ce766e,CMP68d605fd,Kevin Carter,"Howard, Hunt and Ward",wrocha@example.com,475.242.0579,Converted
LEAD4810ffee,CMP68d605fd,Christina Warren,Payne and Sons,usuarez@example.net,001-211-419-8472x149,Converted
LEAD2d7687d2,CMP68d605fd,Natalie Smith,Wilson-Parks,craigmichael@example.net,001-436-869-1110x22647,Contacted
LEAD22f7147d,CMP68d605fd,Dylan Butler,Gutierrez Ltd,gary07@example.org,435-996-6092,Contacted
LEAD7311d619,CMP68d605fd,Vincent Jones,Villarreal-Vargas,harry49@example.org,555-339-1568x5321,Contacted
LEAD589a116e,CMP68d605fd,Kaitlin Webb,Edwards Ltd,brendamills@example.net,406-487-6413x2867,Qualified
LEAD16a790a8,CMP68d605fd,Katie Booth,"Singh, Williams and Carey",julieellison@example.org,715.413.5217x9608,New
LEAD89539a21,CMP68d605fd,Jamie Jones,"Carson, Fisher and Garcia",moorevictor@example.org,616-407-6364x8206,New
LEAD68829fb4,CMP68d605fd,Elizabeth Cook,"Fisher, Mills and Reed",warmstrong@example.org,426-813-4092x42638,New
LEAD8a34b00d,CMP68d605fd,Daniel Mercer,"Beard, Nash and Gordon",ginawilliams@example.net,(842)549-2653x56485,Contacted
LEAD60aadd8b,CMP68d605fd,Manuel Ford,Wagner-Hines,jeffrey43@example.com,895.699.6045x781,Contacted
LEADa050176c,CMP68d605fd,Linda Bailey,Morse PLC,hturner@example.org,346-883-7336x84763,New
LEAD2b525671,CMP68d605fd,Alvin Sullivan,Rivera-Rose,allison59@example.com,+1-557-632-9087x64411,Converted
LEADac46602e,CMP68d605fd,Juan Rodgers,"Torres, Smith and Williams",lisa37@example.org,(858)914-1270,Converted
LEAD797bad07,CMP68d605fd,Adrian Mcneil,Casey and Sons,joshua70@example.com,2492274342,Converted
LEADc3a4dbc7,CMP68d605fd,Sean Beck,"Peck, Taylor and Hale",uelliott@example.net,358-530-9954,New
LEAD92941794,CMP68d605fd,Dana Aguilar,Joyce Inc,christopher51@example.net,5916678327,Contacted
LEAD69170c28,CMP68d605fd,Christina Coleman,Horn-Barber,timothyberger@example.org,001-666-389-8613,New
LEAD254ec4ea,CMP68d605fd,Mitchell Welch,King LLC,aprilmoreno@example.net,9936732346,New
LEAD6a371a3f,CMP68d605fd,Dustin Zavala,Oconnor-Williams,davidmorrow@example.org,959-267-2932,Converted
LEADe8a79c60,CMP68d605fd,Deborah Mcintyre,Cooper Ltd,batesjason@example.org,+1-409-503-4041x6287,Contacted
LEAD5bda3223,CMP68d605fd,Greg Johnson,Sullivan-Morgan,katiehorn@example.net,(506)963-3236,Converted
LEAD15a51366,CMP68d605fd,Jennifer Lawrence,Harmon-Wise,rodriguezbethany@example.com,(203)833-4543,Contacted
LEAD7abae59e,CMP68d605fd,Kevin Smith,"Lopez, Wilson and Davis",tbryant@example.org,001-755-418-7751x28375,Contacted
LEADc6002c8d,CMP68d605fd,Calvin Lozano,"Stokes, Jackson and Coleman",kjimenez@example.net,+1-595-598-1027x85728,Converted
LEADabc24cea,CMP68d605fd,Wanda Robinson,Green-Brooks,smithjeremy@example.net,001-803-439-1790x37700,Qualified
LEAD905af75c,CMP68d605fd,Joshua Hood,Taylor PLC,cgonzalez@example.net,(312)444-9958,Qualified
LEAD7a1dad1a,CMP68d605fd,Sarah Watkins MD,Ross Inc,fdodson@example.net,551.989.7674x053,Converted
LEADfbc7ecb5,CMP68d605fd,Michael Conley,Torres LLC,ijuarez@example.org,001-501-537-2089x6226,Qualified
LEAD67b3e6c1,CMP68d605fd,Elizabeth Leonard,Parker-Preston,lowemichelle@example.net,765-871-0878,New
LEAD0d754317,CMP68d605fd,Mitchell Oneal,Ortiz Group,hernandezbrian@example.org,4254883436,Qualified
LEAD5c0a3f43,CMP68d605fd,Amanda Adams,"Blake, Moody and Jones",iwebster@example.org,(373)668-9213,Converted
LEAD8e9e2d68,CMP68d605fd,Jacob Winters,"Blair, Adams and Gutierrez",villarrealmarcus@example.org,345-979-2355x84740,New
LEAD5ff03e9a,CMP68d605fd,Angela Barnes,Torres-Grant,jeanettetate@example.com,+1-517-351-4932x70566,Qualified
LEAD15c76030,CMP68d605fd,Heather Gonzalez,"Ramirez, Adams and Johnson",michealmata@example.com,852-549-0690x0900,Contacted
LEADcfcf34f9,CMP68d605fd,Michael Navarro,Powers-Edwards,iburns@example.net,001-319-595-3098,New
LEAD191ff101,CMP68d605fd,Carlos Kennedy,"Jones, Smith and Graham",alexander35@example.net,202.749.2016x58042,Converted
LEADaf9ec02b,CMP68d605fd,Taylor Walker,"Knox, Gamble and Patel",curtis41@example.org,001-260-993-4695x01168,Converted
LEADb0abc524,CMP68d605fd,Tina Moore,Johnson and Sons,ioliver@example.net,825.706.4175,New
LEADc22a182c,CMP68d605fd,Michael Sanchez,Sanchez Group,kirkroberto@example.net,+1-305-869-5017x9324,New
LEADf1aca2b2,CMP68d605fd,Timothy Barton,Wilkinson LLC,hbrown@example.net,8328404895,New
LEAD1d5a42cc,CMP68d605fd,Carol Downs,Nolan LLC,williamstravis@example.org,946.784.6974x002,Qualified
LEAD729c8c9f,CMP68d605fd,Sarah Green,Ramirez Group,robincampos@example.org,(221)887-5926,Contacted
LEAD415ec107,CMP68d605fd,Joshua Lucas,"Sawyer, Yu and Frost",melissa77@example.org,+1-818-336-4219x182,Converted
LEAD9f0c868d,CMP68d605fd,Brittany Petty,Rodgers-Harvey,claudiafleming@example.org,628.352.6844,New
LEADd49649a9,CMP68d605fd,Brent Sanford,Roach and Sons,erose@example.net,369.526.4380x937,Converted
LEADe916d50d,CMP68d605fd,Lisa Alexander,Warren Inc,lisa80@example.net,(409)464-9510,New
LEAD72e66855,CMP68d605fd,Michelle Hoffman,Hill-Young,jacquelinereilly@example.com,(438)491-0839x9861,Contacted
LEADdcccc557,CMP68d605fd,Crystal Davis,Nolan Ltd,juarezscott@example.com,001-982-700-5062,Contacted
LEAD683bbf20,CMP68d605fd,Jacob Bell,Ford-Blackburn,madelinecurry@example.com,+1-737-888-6115x13093,Converted
LEAD0de1f90a,CMP68d605fd,Jessica Lane,"Woods, King and Weiss",steelejoseph@example.org,+1-743-429-9622x173,Contacted
LEADc90b6028,CMP68d605fd,Lawrence Smith,"Fischer, Rodriguez and Martinez",bruce80@example.org,(332)820-3099,Qualified
LEADbfef98a0,CMP68d605fd,Courtney Wells,Bass Inc,ricky62@example.org,380.907.4118x17226,Contacted
LEADc87e43dc,CMP68d605fd,Susan Weber,Owens-Johnson,danieljuarez@example.net,+1-442-334-0248x24733,New
LEAD3fc10d95,CMP68d605fd,Tristan Bryant,Patrick-Garcia,carriescott@example.com,5806948529,Contacted
LEADcaa5e34b,CMP68d605fd,Christopher Larsen,"Mayer, Wilson and Johnson",gperez@example.org,358.704.5508x21872,New
LEADb74daa3e,CMP68d605fd,Dakota Hunt,Faulkner Inc,tom18@example.com,+1-442-715-1812,New
LEADde58f1e4,CMP68d605fd,Robert Esparza IV,Smith LLC,destinygonzalez@example.org,+1-550-812-8023,Converted
LEAD8198d9bb,CMP68d605fd,Anthony Conley,"Osborne, Watson and Glenn",kylemaldonado@example.net,+1-235-526-2587,Converted
LEADde3a8e81,CMP68d605fd,Ralph Bailey,Lee Group,shermanrachael@example.org,001-249-529-7876x009,Converted
LEAD29a0798f,CMP68d605fd,Susan Dominguez,"Hunter, Allen and Moran",tcarroll@example.net,(302)913-9950x703,Contacted
LEADd9753b1d,CMP68d605fd,Charles Taylor,Adams and Sons,jenniferpeters@example.net,+1-424-516-6590x234,Qualified
LEAD6c16374a,CMP68d605fd,Megan Brown,"Clark, Martinez and Lee",debbiesalazar@example.net,001-641-484-3562,New
LEADce7d7f66,CMP68d605fd,Kristin Allen,Nelson Group,deanwebb@example.org,001-281-709-8559x412,New
LEAD92dad732,CMP68d605fd,John Moore,"Bruce, Allen and Bennett",christinakeith@example.com,001-853-580-1655,Contacted
LEAD1bfa9efe,CMP68d605fd,Leslie Douglas,Tyler-Burke,hatfieldbrian@example.com,(771)866-2554,Qualified
LEAD0171cad3,CMP68d605fd,Denise Aguilar,Bowen Ltd,vincentlawrence@example.com,+1-720-761-9498x74661,Qualified
LEADe9c81a4d,CMP68d605fd,Elizabeth Cook,Williams and Sons,rwagner@example.org,+1-337-326-5740x52949,Qualified
LEAD5740fd04,CMP68d605fd,William Ramos,Gonzalez-Walters,jamesjenkins@example.com,+1-874-943-2024,Qualified
LEADb27f12ca,CMP68d605fd,George Ramirez,Hernandez PLC,jordantammy@example.com,7723069152,Converted
LEAD62af8343,CMP68d605fd,Laura Schultz,Navarro PLC,davidsonamy@example.net,572-328-5125,New
LEADb0d78ecc,CMP68d605fd,Carrie Reynolds,"Alexander, Kelly and Davis",jeremy41@example.net,704-569-3838x551,Contacted
LEAD6d6bf987,CMP68d605fd,Kelly Carr,Thomas-Diaz,jonathanwright@example.com,+1-792-312-4048x3552,Converted
LEADb31ac332,CMP68d605fd,Amy Allen,"Duran, Byrd and George",garciapamela@example.net,774.471.0310x766,New
LEAD640b6b72,CMP68d605fd,Nicholas Williams,Wheeler Inc,spencer72@example.org,391-387-5303x5870,Qualified
LEAD93acaf21,CMP68d605fd,Ryan Campbell,"Young, Aguirre and Daniels",biancaolson@example.org,815.681.9322x305,Contacted
LEAD1a29cec9,CMP68d605fd,Raymond Bowman,Martinez-Shepherd,hannaemily@example.com,001-912-343-3696x463,Qualified
LEAD8497b608,CMP68d605fd,Mary Jimenez,Ramsey PLC,laura07@example.org,001-398-394-9410x86545,New
LEADc89cedf1,CMP68d605fd,Gina Reese,Baker-Sparks,benjamin01@example.org,+1-421-460-8470x54657,New
LEAD83935e90,CMP68d605fd,Wesley Lopez,"Donaldson, Smith and Roberts",rdavis@example.com,430-302-0789,Qualified
LEAD3d29d3a9,CMP68d605fd,Brittany Kelley,Petty-Ramirez,shirley20@example.net,001-936-309-9947,Qualified
LEAD02775a71,CMP68d605fd,Mr. Ryan Steele,"Morgan, Smith and Mendoza",xphillips@example.net,887-482-6312x606,Converted
LEADb411d37a,CMP68d605fd,Brandon Perez,Walters Group,jensenmatthew@example.net,+1-415-465-3228x99665,Converted
LEADf4bd58ad,CMP68d605fd,Renee Fowler,"Patel, Adams and Dixon",romanjames@example.net,2267617600,Qualified
LEAD4738ed03,CMP68d605fd,Jeremy Pearson,"Byrd, Baker and Waters",michelle15@example.org,001-493-226-0415x33878,Contacted
LEADfc2467ca,CMP68d605fd,Amy Green,"Moody, Francis and Lewis",heatherjones@example.org,650.637.7265,New
LEADadfa3416,CMP68d605fd,Melinda Kelly,Pope PLC,brooksmelissa@example.org,922-623-9904x1092,Contacted
LEAD7a1acd20,CMP68d605fd,Stephanie Sanders,Contreras and Sons,martinjames@example.net,(503)399-5985,Converted
LEAD214c5de0,CMP68d605fd,Carlos Rosales,"Garcia, Patterson and Lee",hernandezangela@example.com,799-832-6073x17484,Converted
LEADf2922a6c,CMP68d605fd,Luis Berger,Martin-Brown,patelrebecca@example.net,240.303.2166x019,Converted
LEADa83e317c,CMP68d605fd,Megan Hernandez,"Hill, Myers and Patel",michael25@example.com,954-407-9854,Converted
LEAD373091f3,CMP68d605fd,Molly Roy MD,Brown LLC,anthony35@example.org,979-685-8977x54319,Converted
LEAD3bbeab75,CMP68d605fd,Devin Choi,James and Sons,joann62@example.com,913.718.0929x942,Qualified
LEAD68945ad5,CMP68d605fd,Shane Coleman,Ellis-Silva,craigbell@example.com,376.751.7916x320,Contacted
LEAD330e5eac,CMP68d605fd,Dawn Jarvis,Gentry Group,gilmorejennifer@example.net,282-388-9383x8903,Converted
LEAD7b835835,CMP68d605fd,Clayton Contreras,Mccarthy Inc,johnadams@example.com,001-864-320-5456x644,Qualified
LEADe0048efb,CMP68d605fd,Melissa Dunn,"Nash, Hill and Martin",kristenhart@example.com,368-640-9847x443,Converted
LEAD30e15212,CMP68d605fd,Cindy Monroe,"Bond, Gross and Simmons",yreed@example.org,(500)946-6680,Qualified
LEAD8892f466,CMP68d605fd,Rebecca Vargas,"Preston, Salazar and Reyes",patellisa@example.net,705.849.7992,New
LEADc14b69fa,CMP68d605fd,Marcia Walls,Boone-Berry,lawsonjuan@example.com,953.683.3679,Contacted
LEAD5dcb64d9,CMP68d605fd,Crystal Medina,Pruitt-Johnson,antoniohunter@example.com,3879412488,Converted
LEADa7e37bc6,CMP68d605fd,Christina Lee,"Mccoy, Nguyen and Nielsen",pwilliams@example.com,(473)908-3175x9254,Converted
LEADf2738092,CMP68d605fd,Victoria Perry,Perez-Kennedy,fhall@example.org,365.381.7518x126,Qualified
LEADf28d07b6,CMP68d605fd,Sara Allen,Melendez Inc,jstein@example.com,706-679-7313x99552,Qualified
LEAD4ede5316,CMP68d605fd,Timothy Harvey,Lane Inc,nunezmichael@example.com,295-450-6641x100,Contacted
LEAD40eaff00,CMP68d605fd,Mrs. Suzanne Mendoza,Burnett-Farley,elawrence@example.com,2205653006,Contacted
LEAD972f764e,CMP68d605fd,Rebecca Lawson,Charles-Garcia,qcampbell@example.org,001-873-353-5366x2961,Converted
LEADb9eb6b47,CMP68d605fd,Anne Rojas,White PLC,ogomez@example.com,(860)350-4505x276,Contacted
LEAD4303b433,CMP68d605fd,Christina Schultz,Fernandez-Jackson,jnguyen@example.net,+1-526-315-7235x07132,Converted
LEAD44be9867,CMP68d605fd,Laura Matthews,Collins PLC,heatherross@example.net,001-977-850-0970,Contacted
LEAD2397eaaf,CMP68d605fd,John Mccoy,"Garcia, Franklin and Love",michaelwood@example.com,001-981-997-8958x7085,Converted
LEAD3b60baf5,CMP68d605fd,Kim Walker,Wells PLC,jason28@example.com,001-598-845-1216,New
LEAD09cd43c4,CMP68d605fd,Mark Wilkinson,Rodriguez LLC,laurenbeck@example.net,299-757-2275,Converted
LEADd67ea96c,CMP68d605fd,Daniel Lynch,"Pena, Jackson and Taylor",dean41@example.com,846.268.7844,Converted
LEAD65e51ba4,CMP68d605fd,Kelly Liu,"Pham, Lutz and Hopkins",mjohnson@example.org,705-733-3799x742,Contacted
LEAD2b3f18e3,CMP68d605fd,Robert Camacho,Fitzgerald-Webb,ujohnson@example.net,+1-355-673-7207x09512,Contacted
LEADdc4fec1d,CMP68d605fd,Joshua Williams,Gilbert-Flores,shane97@example.org,(735)290-3185x356,Contacted
LEADdf019f6c,CMP68d605fd,Zoe Smith,"Pugh, Richardson and Nelson",esoto@example.org,001-685-488-8217x10935,Converted
LEAD35b9da92,CMP68d605fd,Lisa Roth,Hayes PLC,melissa64@example.org,5257572590,Contacted
LEADb29f07bb,CMP68d605fd,Wendy Stafford,"Brown, Robinson and Ford",hooverjose@example.com,927-589-5573,Contacted
LEAD729ef5f2,CMP68d605fd,Keith Jordan,Martin Inc,allenandrea@example.com,610.630.2802,Qualified
LEAD23e37d01,CMP68d605fd,Joseph Watson,York-Lopez,robertsonmarc@example.com,546-743-7117x7606,Qualified
LEADfe6a3aaf,CMP68d605fd,Jonathan Taylor,Garcia Ltd,scottkevin@example.org,838.227.1705x2139,Converted
LEADd557dbcc,CMP68d605fd,James Jordan,Sanders-Jenkins,lauren01@example.net,458.210.8106,Qualified
LEADc82b3a5a,CMP68d605fd,Kathryn Wallace,"Black, Peck and Smith",allisonwilliams@example.net,739.730.5336,New
LEADda4063df,CMP68d605fd,Marvin Morris,Williams-Daugherty,cmontes@example.com,+1-360-332-3313x940,Qualified
LEAD495c3400,CMP68d605fd,Emily Anderson,"Bryan, Green and Chan",amanda42@example.org,001-739-424-3532x204,Qualified
LEAD51aa4e7f,CMP68d605fd,Darlene Thompson,Zhang-James,tiffanyrice@example.org,849.782.8740x570,Qualified
LEADe6c66ee0,CMP68d605fd,Philip Reed,Wilson LLC,phillipsdavid@example.org,(991)952-2348x8011,New
LEADce5e837c,CMP68d605fd,Eric Edwards,Aguilar-Jimenez,kevindavis@example.com,+1-930-740-6790x08325,New
LEAD23f6fd9f,CMP68d605fd,Janet Cole,Cline Group,christinemoore@example.net,(883)293-5972,New
LEAD9d67adc7,CMP68d605fd,David Miller,"Smith, Smith and Richardson",robert26@example.com,001-426-966-7388,Converted
LEAD95896361,CMP68d605fd,Alyssa Friedman,Parker-Clark,zacharylloyd@example.com,304.859.1422,New
LEADf8fce6b7,CMP68d605fd,Lucas Serrano,Douglas Ltd,oowens@example.com,(230)382-1582,Converted
LEAD0b050a06,CMP68d605fd,Felicia Day,"Davis, Small and Cox",alexanderalicia@example.net,001-402-327-2402,Contacted
LEAD39862b83,CMP68d605fd,James Yoder,"Rosales, Scott and Campbell",wruiz@example.org,(803)207-4732,Qualified
LEAD2eb0f673,CMP68d605fd,Kristopher Martinez,Ward-Summers,wdaniels@example.com,737-848-9659,Converted
LEAD1db35f5f,CMP7803d730,Thomas Sheppard,"Griffin, Peterson and Todd",sherry28@example.net,761-444-5100x6481,Contacted
LEAD236cae36,CMP7803d730,Alison Johnson,"Robinson, Howard and Brooks",williamgarcia@example.com,296-382-0451,New
LEAD6b471139,CMP7803d730,Gregory Reyes,Pittman Ltd,sethdavis@example.com,(678)783-9236x41590,Converted
LEAD09adbd8b,CMP7803d730,Erik Ramsey,Preston PLC,mccallkatelyn@example.org,737-222-6087x418,New
LEADdb263a37,CMP7803d730,Susan Hansen,Reyes-Thomas,gomezdouglas@example.org,001-537-956-8776x548,Converted
LEAD1c4ad924,CMP7803d730,Gregory Waters,Beasley-Pierce,eric65@example.com,821-258-7486x396,Converted
LEADd4a2ab72,CMP7803d730,Cynthia Phillips,Moss-Carter,qpeterson@example.net,(364)958-6744x9347,Qualified
LEAD69188ccf,CMP7803d730,Mark Howell,Graham-Bell,nmcintyre@example.com,(608)699-0444,Contacted
LEADeb71fe68,CMP7803d730,Alicia Johnson,Lowe PLC,morgandelacruz@example.net,936.314.6842x653,Qualified
LEAD10cde803,CMP7803d730,Erin Perkins,Vaughn and Sons,joseph85@example.net,516.773.9866,Contacted
LEAD700c0393,CMP7803d730,Jason Dickerson,Velasquez-Robles,paulmiller@example.net,477.536.0182x2804,New
LEADb0f531c1,CMP7803d730,Gary Mitchell DDS,Crawford-Fuentes,markfoster@example.net,+1-264-495-2127x612,Qualified
LEAD9f657df0,CMP7803d730,Sarah Harris,"Solis, Hunter and Shaffer",sweeneyjennifer@example.com,+1-338-853-6861x761,Converted
LEAD91899f1b,CMP7803d730,Marissa Taylor,Sims and Sons,xcollins@example.com,626.925.2170x614,Qualified
LEADb0b8b568,CMP7803d730,Tammy Robinson,Ramos LLC,derekkelley@example.net,(719)219-0490x052,Converted
LEADe9b0ea09,CMP7803d730,Richard Rodriguez,Hodge-Burns,meganroy@example.net,473.944.7838x0918,New
LEADe8d31e35,CMP7803d730,Jose Haynes,"Garcia, Morris and Peterson",jclarke@example.com,315-604-7793,New
LEAD79e6c177,CMP7803d730,William Moore,Barber LLC,yharris@example.net,001-502-405-3675x6827,New
LEADbf8d5538,CMP7803d730,Amber Carroll,Morales-Wallace,humphreybarbara@example.com,(784)491-5971x7120,Qualified
LEAD1957005b,CMP7803d730,Rachel Ball,Powers Inc,klinejessica@example.org,336.237.6013,Qualified
LEAD99ce8e78,CMP7803d730,Anthony Bennett,Figueroa-Nielsen,kimberlymedina@example.org,(352)668-7383x8902,Converted
LEADcff9de40,CMP7803d730,Travis Serrano,"Hernandez, Long and Cross",joshuapoole@example.org,001-685-608-1530x11234,Qualified
LEAD0130bfd3,CMP7803d730,Gina Young MD,Juarez-Stewart,aaron89@example.net,737-774-4157x05300,New
LEADe8f5892c,CMP7803d730,Devon Anderson,Lynch-Moore,daniellevy@example.com,768-827-4125,Converted
LEAD64e615d0,CMP7803d730,John Jennings,Conley Group,scott27@example.org,7644505466,New
